Date,Commodity,State,District,Market,Total_Arrival,Population,MinPrice,MaxPrice,ModalPrice
22-Jul-2023,Potato,Karnataka,Bangalore,0,"164108,0",13.606.753,N/A,N/A,N/A
23-Jul-2023,Potato,Karnataka,Bangalore,0,"164108,0",13.606.753,N/A,N/A,N/A
24-Jul-2023,Potato,Karnataka,Bangalore,0,"166394,0",13.606.753,1500,1700,1600
25-Jul-2023,Potato,Karnataka,Bangalore,0,"167492,0",13.606.753,1500,1700,1600
26-Jul-2023,Potato,Karnataka,Bangalore,0,"168538,0",13.606.753,1800,2200,2000
27-Jul-2023,Potato,Karnataka,Bangalore,0,"169727,0",13.606.753,1800,2200,2000
28-Jul-2023,Potato,Karnataka,Bangalore,0,"170914,0",13.606.753,1800,2200,2000
29-Jul-2023,Potato,Karnataka,Bangalore,0,"170914,0",13.606.753,N/A,N/A,N/A
30-Jul-2023,Potato,Karnataka,Bangalore,0,"170914,0",13.606.753,N/A,N/A,N/A
31-Jul-2023,Potato,Karnataka,Bangalore,0,"172239,0",13.606.753,1800,2200,2000
01-Aug-2023,Potato,Karnataka,Bangalore,0,"173393,0",13.606.753,1800,2200,2000
02-Aug-2023,Potato,Karnataka,Bangalore,0,"174673,0",13.606.753,1800,2200,2000
03-Aug-2023,Potato,Karnataka,Bangalore,0,"175463,0",13.606.753,2000,2400,2200
04-Aug-2023,Potato,Karnataka,Bangalore,0,"176817,0",13.606.753,2000,2400,2200
05-Aug-2023,Potato,Karnataka,Bangalore,0,"178130,0",13.606.753,2000,2400,2200
06-Aug-2023,Potato,Karnataka,Bangalore,0,"178130,0",13.606.753,N/A,N/A,N/A
07-Aug-2023,Potato,Karnataka,Bangalore,0,"179733,0",13.606.753,2000,2400,2200
08-Aug-2023,Potato,Karnataka,Bangalore,0,"180835,0",13.606.753,1800,2400,2100
09-Aug-2023,Potato,Karnataka,Bangalore,0,"181844,0",13.606.753,1800,2400,2100
10-Aug-2023,Potato,Karnataka,Bangalore,0,"182785,0",13.606.753,1800,2400,2100
11-Aug-2023,Potato,Karnataka,Bangalore,0,"183838,0",13.606.753,2000,2300,2100
12-Aug-2023,Potato,Karnataka,Bangalore,0,"183838,0",13.606.753,N/A,N/A,N/A
13-Aug-2023,Potato,Karnataka,Bangalore,0,"183838,0",13.606.753,N/A,N/A,N/A
14-Aug-2023,Potato,Karnataka,Bangalore,0,"183838,0",13.606.753,N/A,N/A,N/A
15-Aug-2023,Potato,Karnataka,Bangalore,0,"183838,0",13.606.753,N/A,N/A,N/A
16-Aug-2023,Potato,Karnataka,Bangalore,0,"183838,0",13.606.753,N/A,N/A,N/A
17-Aug-2023,Potato,Karnataka,Bangalore,0,"185062,0",13.606.753,1800,2100,2000
18-Aug-2023,Potato,Karnataka,Bangalore,0,"186158,0",13.606.753,1800,2100,2000
19-Aug-2023,Potato,Karnataka,Bangalore,0,"186954,0",13.606.753,1800,2100,2000
20-Aug-2023,Potato,Karnataka,Bangalore,0,"186954,0",13.606.753,N/A,N/A,N/A
21-Aug-2023,Potato,Karnataka,Bangalore,0,"188444,0",13.606.753,1800,2100,2000
22-Aug-2023,Potato,Karnataka,Bangalore,0,"190030,0",13.606.753,1800,2200,2000
23-Aug-2023,Potato,Karnataka,Bangalore,0,"191208,0",13.606.753,1800,2200,2000
24-Aug-2023,Potato,Karnataka,Bangalore,0,"191208,0",13.606.753,N/A,N/A,N/A
25-Aug-2023,Potato,Karnataka,Bangalore,0,"192188,0",13.606.753,1800,2200,2000
26-Aug-2023,Potato,Karnataka,Bangalore,0,"192188,0",13.606.753,N/A,N/A,N/A
27-Aug-2023,Potato,Karnataka,Bangalore,0,"192188,0",13.606.753,N/A,N/A,N/A
28-Aug-2023,Potato,Karnataka,Bangalore,0,"195024,0",13.606.753,1800,2300,2100
29-Aug-2023,Potato,Karnataka,Bangalore,0,"196145,0",13.606.753,1800,2300,2100
30-Aug-2023,Potato,Karnataka,Bangalore,0,"197383,0",13.606.753,1500,1800,1700
31-Aug-2023,Potato,Karnataka,Bangalore,0,"198704,0",13.606.753,1500,1800,1700
01-Sep-2023,Potato,Karnataka,Bangalore,0,"199794,0",13.606.753,1500,1800,1700
02-Sep-2023,Potato,Karnataka,Bangalore,0,"201008,0",13.606.753,1500,1800,1700
03-Sep-2023,Potato,Karnataka,Bangalore,0,"201008,0",13.606.753,N/A,N/A,N/A
04-Sep-2023,Potato,Karnataka,Bangalore,0,"202072,0",13.606.753,1400,1800,1600
05-Sep-2023,Potato,Karnataka,Bangalore,0,"203012,0",13.606.753,1400,1800,1600
06-Sep-2023,Potato,Karnataka,Bangalore,0,"204123,0",13.606.753,1400,1800,1600
07-Sep-2023,Potato,Karnataka,Bangalore,0,"204123,0",13.606.753,N/A,N/A,N/A
08-Sep-2023,Potato,Karnataka,Bangalore,0,"206046,0",13.606.753,1400,1800,1600
09-Sep-2023,Potato,Karnataka,Bangalore,0,"206046,0",13.606.753,N/A,N/A,N/A
10-Sep-2023,Potato,Karnataka,Bangalore,0,"206046,0",13.606.753,N/A,N/A,N/A
11-Sep-2023,Potato,Karnataka,Bangalore,0,"208925,0",13.606.753,1400,1600,1500
12-Sep-2023,Potato,Karnataka,Bangalore,0,"209895,0",13.606.753,1400,1600,1500
13-Sep-2023,Potato,Karnataka,Bangalore,0,"210969,0",13.606.753,1400,1600,1500
14-Sep-2023,Potato,Karnataka,Bangalore,0,"210969,0",13.606.753,N/A,N/A,N/A
15-Sep-2023,Potato,Karnataka,Bangalore,0,"212373,0",13.606.753,1400,1600,1500
16-Sep-2023,Potato,Karnataka,Bangalore,0,"213956,0",13.606.753,1400,1600,1500
17-Sep-2023,Potato,Karnataka,Bangalore,0,"213956,0",13.606.753,N/A,N/A,N/A
18-Sep-2023,Potato,Karnataka,Bangalore,0,"213956,0",13.606.753,N/A,N/A,N/A
19-Sep-2023,Potato,Karnataka,Bangalore,0,"215241,0",13.606.753,1800,2000,1900
20-Sep-2023,Potato,Karnataka,Bangalore,0,"215241,0",13.606.753,N/A,N/A,N/A
21-Sep-2023,Potato,Karnataka,Bangalore,0,"216540,0",13.606.753,1800,2000,1900
22-Sep-2023,Potato,Karnataka,Bangalore,0,"216541,0",13.606.753,1800,2200,2000
23-Sep-2023,Potato,Karnataka,Bangalore,0,"216541,0",13.606.753,N/A,N/A,N/A
24-Sep-2023,Potato,Karnataka,Bangalore,0,"216541,0",13.606.753,N/A,N/A,N/A
25-Sep-2023,Potato,Karnataka,Bangalore,0,"216541,0",13.606.753,N/A,N/A,N/A
26-Sep-2023,Potato,Karnataka,Bangalore,0,"216541,0",13.606.753,N/A,N/A,N/A
27-Sep-2023,Potato,Karnataka,Bangalore,0,"216541,0",13.606.753,N/A,N/A,N/A
28-Sep-2023,Potato,Karnataka,Bangalore,0,"216541,0",13.606.753,N/A,N/A,N/A
29-Sep-2023,Potato,Karnataka,Bangalore,0,"216541,0",13.606.753,N/A,N/A,N/A
30-Sep-2023,Potato,Karnataka,Bangalore,0,"216541,0",13.606.753,N/A,N/A,N/A
01-Oct-2023,Potato,Karnataka,Bangalore,0,"216541,0",13.606.753,N/A,N/A,N/A
02-Oct-2023,Potato,Karnataka,Bangalore,0,"216541,0",13.606.753,N/A,N/A,N/A
03-Oct-2023,Potato,Karnataka,Bangalore,0,"218266,0",13.606.753,1600,1800,1700
04-Oct-2023,Potato,Karnataka,Bangalore,0,"219508,0",13.606.753,1600,1800,1700
05-Oct-2023,Potato,Karnataka,Bangalore,0,"220832,0",13.606.753,1600,1800,1700
06-Oct-2023,Potato,Karnataka,Bangalore,0,"222138,0",13.606.753,1600,1800,1700
07-Oct-2023,Potato,Karnataka,Bangalore,0,"223344,0",13.606.753,1600,1800,1700
08-Oct-2023,Potato,Karnataka,Bangalore,0,"223344,0",13.606.753,N/A,N/A,N/A
09-Oct-2023,Potato,Karnataka,Bangalore,0,"224968,0",13.606.753,1600,1800,1700
10-Oct-2023,Potato,Karnataka,Bangalore,0,"224968,0",13.606.753,N/A,N/A,N/A
11-Oct-2023,Potato,Karnataka,Bangalore,0,"224968,0",13.606.753,N/A,N/A,N/A
12-Oct-2023,Potato,Karnataka,Bangalore,0,"224968,0",13.606.753,N/A,N/A,N/A
13-Oct-2023,Potato,Karnataka,Bangalore,0,"224968,0",13.606.753,N/A,N/A,N/A
14-Oct-2023,Potato,Karnataka,Bangalore,0,"224968,0",13.606.753,N/A,N/A,N/A
15-Oct-2023,Potato,Karnataka,Bangalore,0,"224968,0",13.606.753,N/A,N/A,N/A
16-Oct-2023,Potato,Karnataka,Bangalore,0,"227112,0",13.606.753,1600,1800,1700
17-Oct-2023,Potato,Karnataka,Bangalore,0,"228238,0",13.606.753,1600,1800,1700
18-Oct-2023,Potato,Karnataka,Bangalore,0,"229654,0",13.606.753,1600,1800,1700
19-Oct-2023,Potato,Karnataka,Bangalore,0,"230699,0",13.606.753,1400,1600,1500
20-Oct-2023,Potato,Karnataka,Bangalore,0,"231948,0",13.606.753,1400,1600,1500
21-Oct-2023,Potato,Karnataka,Bangalore,0,"233397,0",13.606.753,1400,1600,1500
22-Oct-2023,Potato,Karnataka,Bangalore,0,"233397,0",13.606.753,N/A,N/A,N/A
23-Oct-2023,Potato,Karnataka,Bangalore,0,"233397,0",13.606.753,N/A,N/A,N/A
24-Oct-2023,Potato,Karnataka,Bangalore,0,"233397,0",13.606.753,N/A,N/A,N/A
25-Oct-2023,Potato,Karnataka,Bangalore,0,"235611,0",13.606.753,1800,2000,1900
26-Oct-2023,Potato,Karnataka,Bangalore,0,"236380,0",13.606.753,1800,2000,1900
27-Oct-2023,Potato,Karnataka,Bangalore,0,"237795,0",13.606.753,1800,2000,1900
28-Oct-2023,Potato,Karnataka,Bangalore,0,"237795,0",13.606.753,N/A,N/A,N/A
29-Oct-2023,Potato,Karnataka,Bangalore,0,"237795,0",13.606.753,N/A,N/A,N/A
30-Oct-2023,Potato,Karnataka,Bangalore,0,"240218,0",13.606.753,1800,2000,1900
31-Oct-2023,Potato,Karnataka,Bangalore,0,"240218,0",13.606.753,N/A,N/A,N/A
01-Nov-2023,Potato,Karnataka,Bangalore,0,"240218,0",13.606.753,N/A,N/A,N/A
02-Nov-2023,Potato,Karnataka,Bangalore,0,"241562,0",13.606.753,1500,1800,1600
03-Nov-2023,Potato,Karnataka,Bangalore,0,"242280,0",13.606.753,1500,1800,1600
04-Nov-2023,Potato,Karnataka,Bangalore,0,"243354,0",13.606.753,1500,1800,1600
05-Nov-2023,Potato,Karnataka,Bangalore,0,"243354,0",13.606.753,N/A,N/A,N/A
06-Nov-2023,Potato,Karnataka,Bangalore,0,"244645,0",13.606.753,1600,1800,1700
07-Nov-2023,Potato,Karnataka,Bangalore,0,"245852,0",13.606.753,1600,1800,1700
08-Nov-2023,Potato,Karnataka,Bangalore,0,"247076,0",13.606.753,1600,1800,1700
09-Nov-2023,Potato,Karnataka,Bangalore,0,"248201,0",13.606.753,1800,2300,2100
10-Nov-2023,Potato,Karnataka,Bangalore,0,"248201,0",13.606.753,N/A,N/A,N/A
11-Nov-2023,Potato,Karnataka,Bangalore,0,"248201,0",13.606.753,N/A,N/A,N/A
12-Nov-2023,Potato,Karnataka,Bangalore,0,"248201,0",13.606.753,N/A,N/A,N/A
13-Nov-2023,Potato,Karnataka,Bangalore,0,"248201,0",13.606.753,N/A,N/A,N/A
14-Nov-2023,Potato,Karnataka,Bangalore,0,"248201,0",13.606.753,N/A,N/A,N/A
15-Nov-2023,Potato,Karnataka,Bangalore,0,"248854,0",13.606.753,2000,2400,2200
16-Nov-2023,Potato,Karnataka,Bangalore,0,"248854,0",13.606.753,N/A,N/A,N/A
17-Nov-2023,Potato,Karnataka,Bangalore,0,"250225,0",13.606.753,2000,2400,2200
18-Nov-2023,Potato,Karnataka,Bangalore,0,"251368,0",13.606.753,2000,2400,2200
19-Nov-2023,Potato,Karnataka,Bangalore,0,"251368,0",13.606.753,N/A,N/A,N/A
20-Nov-2023,Potato,Karnataka,Bangalore,0,"253034,0",13.606.753,1800,2300,2000
21-Nov-2023,Potato,Karnataka,Bangalore,0,"254382,0",13.606.753,1800,2300,2000
22-Nov-2023,Potato,Karnataka,Bangalore,0,"255676,0",13.606.753,1600,2000,1700
23-Nov-2023,Potato,Karnataka,Bangalore,0,"256859,0",13.606.753,1600,2000,1700
24-Nov-2023,Potato,Karnataka,Bangalore,0,"256859,0",13.606.753,N/A,N/A,N/A
25-Nov-2023,Potato,Karnataka,Bangalore,0,"256859,0",13.606.753,N/A,N/A,N/A
26-Nov-2023,Potato,Karnataka,Bangalore,0,"256859,0",13.606.753,N/A,N/A,N/A
27-Nov-2023,Potato,Karnataka,Bangalore,0,"259507,0",13.606.753,1600,2000,1700
28-Nov-2023,Potato,Karnataka,Bangalore,0,"260667,0",13.606.753,1600,2000,1700
29-Nov-2023,Potato,Karnataka,Bangalore,0,"261962,0",13.606.753,1600,2000,1700
30-Nov-2023,Potato,Karnataka,Bangalore,0,"261962,0",13.606.753,N/A,N/A,N/A
01-Dec-2023,Potato,Karnataka,Bangalore,0,"263955,0",13.606.753,1800,2500,2400
02-Dec-2023,Potato,Karnataka,Bangalore,0,"265033,0",13.606.753,1800,2500,2400
03-Dec-2023,Potato,Karnataka,Bangalore,0,"265033,0",13.606.753,N/A,N/A,N/A
04-Dec-2023,Potato,Karnataka,Bangalore,0,"266187,0",13.606.753,1800,2200,2000
05-Dec-2023,Potato,Karnataka,Bangalore,0,"267149,0",13.606.753,1800,2200,2000
06-Dec-2023,Potato,Karnataka,Bangalore,0,"268257,0",13.606.753,1800,2200,2000
07-Dec-2023,Potato,Karnataka,Bangalore,0,"269494,0",13.606.753,1800,2200,2000
08-Dec-2023,Potato,Karnataka,Bangalore,0,"270538,0",13.606.753,1800,2200,2000
09-Dec-2023,Potato,Karnataka,Bangalore,0,"270538,0",13.606.753,N/A,N/A,N/A
10-Dec-2023,Potato,Karnataka,Bangalore,0,"270538,0",13.606.753,N/A,N/A,N/A
11-Dec-2023,Potato,Karnataka,Bangalore,0,"273618,0",13.606.753,1800,2200,2000
12-Dec-2023,Potato,Karnataka,Bangalore,0,"274650,0",13.606.753,1800,2200,2000
13-Dec-2023,Potato,Karnataka,Bangalore,0,"275818,0",13.606.753,1800,2200,2000
14-Dec-2023,Potato,Karnataka,Bangalore,0,"277194,0",13.606.753,1800,2200,2000
15-Dec-2023,Potato,Karnataka,Bangalore,0,"278693,0",13.606.753,1800,2200,2000
16-Dec-2023,Potato,Karnataka,Bangalore,0,"278693,0",13.606.753,N/A,N/A,N/A
17-Dec-2023,Potato,Karnataka,Bangalore,0,"278693,0",13.606.753,N/A,N/A,N/A
18-Dec-2023,Potato,Karnataka,Bangalore,0,"278693,0",13.606.753,N/A,N/A,N/A
19-Dec-2023,Potato,Karnataka,Bangalore,0,"278693,0",13.606.753,N/A,N/A,N/A
20-Dec-2023,Potato,Karnataka,Bangalore,0,"279573,0",13.606.753,1800,2200,2000
21-Dec-2023,Potato,Karnataka,Bangalore,0,"280452,0",13.606.753,1800,2200,2000
22-Dec-2023,Potato,Karnataka,Bangalore,0,"281702,0",13.606.753,1800,2200,2000
23-Dec-2023,Potato,Karnataka,Bangalore,0,"281702,0",13.606.753,N/A,N/A,N/A
24-Dec-2023,Potato,Karnataka,Bangalore,0,"281702,0",13.606.753,N/A,N/A,N/A
25-Dec-2023,Potato,Karnataka,Bangalore,0,"281702,0",13.606.753,N/A,N/A,N/A
26-Dec-2023,Potato,Karnataka,Bangalore,0,"285112,0",13.606.753,1800,2200,2000
27-Dec-2023,Potato,Karnataka,Bangalore,0,"285777,0",13.606.753,1800,2200,2000
28-Dec-2023,Potato,Karnataka,Bangalore,0,"286473,0",13.606.753,1800,2200,2000
29-Dec-2023,Potato,Karnataka,Bangalore,0,"287436,0",13.606.753,1800,2200,2000
30-Dec-2023,Potato,Karnataka,Bangalore,0,"288498,0",13.606.753,1800,2200,2000
31-Dec-2023,Potato,Karnataka,Bangalore,0,"288498,0",13.606.753,N/A,N/A,N/A
01-Jan-2024,Potato,Karnataka,Bangalore,0,"289489,0",14.008.000,1800,2200,2000
02-Jan-2024,Potato,Karnataka,Bangalore,0,"290479,0",14.008.000,1800,2200,2000
03-Jan-2024,Potato,Karnataka,Bangalore,0,"291336,0",14.008.000,1800,2200,2000
04-Jan-2024,Potato,Karnataka,Bangalore,0,"292035,0",14.008.000,1800,2300,2100
05-Jan-2024,Potato,Karnataka,Bangalore,0,"293020,0",14.008.000,1800,2300,2100
06-Jan-2024,Potato,Karnataka,Bangalore,0,"294094,0",14.008.000,1800,2300,2100
07-Jan-2024,Potato,Karnataka,Bangalore,0,"294094,0",14.008.000,N/A,N/A,N/A
08-Jan-2024,Potato,Karnataka,Bangalore,0,"295588,0",14.008.000,1800,2300,2100
09-Jan-2024,Potato,Karnataka,Bangalore,0,"296972,0",14.008.000,2000,2600,2300
10-Jan-2024,Potato,Karnataka,Bangalore,0,"298355,0",14.008.000,2000,2600,2300
11-Jan-2024,Potato,Karnataka,Bangalore,0,"298355,0",14.008.000,N/A,N/A,N/A
12-Jan-2024,Potato,Karnataka,Bangalore,0,"298355,0",14.008.000,N/A,N/A,N/A
13-Jan-2024,Potato,Karnataka,Bangalore,0,"298355,0",14.008.000,N/A,N/A,N/A
14-Jan-2024,Potato,Karnataka,Bangalore,0,"298355,0",14.008.000,N/A,N/A,N/A
15-Jan-2024,Potato,Karnataka,Bangalore,0,"298355,0",14.008.000,N/A,N/A,N/A
16-Jan-2024,Potato,Karnataka,Bangalore,0,"298355,0",14.008.000,N/A,N/A,N/A
17-Jan-2024,Potato,Karnataka,Bangalore,0,"298355,0",14.008.000,N/A,N/A,N/A
18-Jan-2024,Potato,Karnataka,Bangalore,0,"298355,0",14.008.000,N/A,N/A,N/A
19-Jan-2024,Potato,Karnataka,Bangalore,0,"299460,0",14.008.000,2000,2600,2300
20-Jan-2024,Potato,Karnataka,Bangalore,0,"301079,0",14.008.000,2000,2600,2300
21-Jan-2024,Potato,Karnataka,Bangalore,0,"301079,0",14.008.000,N/A,N/A,N/A
22-Jan-2024,Potato,Karnataka,Bangalore,0,"302744,0",14.008.000,2000,2500,2200
23-Jan-2024,Potato,Karnataka,Bangalore,0,"303626,0",14.008.000,2000,2500,2200
24-Jan-2024,Potato,Karnataka,Bangalore,0,"304495,0",14.008.000,1800,2000,1900
25-Jan-2024,Potato,Karnataka,Bangalore,0,"305201,0",14.008.000,1800,2000,1900
26-Jan-2024,Potato,Karnataka,Bangalore,0,"305201,0",14.008.000,N/A,N/A,N/A
27-Jan-2024,Potato,Karnataka,Bangalore,0,"305201,0",14.008.000,N/A,N/A,N/A
28-Jan-2024,Potato,Karnataka,Bangalore,0,"305201,0",14.008.000,N/A,N/A,N/A
29-Jan-2024,Potato,Karnataka,Bangalore,0,"307397,0",14.008.000,1800,2200,2000
30-Jan-2024,Potato,Karnataka,Bangalore,0,"308147,0",14.008.000,1800,2200,2000
31-Jan-2024,Potato,Karnataka,Bangalore,0,"308147,0",14.008.000,N/A,N/A,N/A
01-Feb-2024,Potato,Karnataka,Bangalore,0,"309175,0",14.008.000,1800,2200,2000
02-Feb-2024,Potato,Karnataka,Bangalore,0,"310332,0",14.008.000,1800,2200,2000
03-Feb-2024,Potato,Karnataka,Bangalore,0,"311263,0",14.008.000,1800,2200,2000
04-Feb-2024,Potato,Karnataka,Bangalore,0,"311263,0",14.008.000,N/A,N/A,N/A
05-Feb-2024,Potato,Karnataka,Bangalore,0,"311263,0",14.008.000,N/A,N/A,N/A
06-Feb-2024,Potato,Karnataka,Bangalore,0,"311263,0",14.008.000,N/A,N/A,N/A
07-Feb-2024,Potato,Karnataka,Bangalore,0,"312060,0",14.008.000,1800,2200,2000
08-Feb-2024,Potato,Karnataka,Bangalore,0,"312741,0",14.008.000,2300,2600,2500
09-Feb-2024,Potato,Karnataka,Bangalore,0,"312741,0",14.008.000,N/A,N/A,N/A
10-Feb-2024,Potato,Karnataka,Bangalore,0,"312741,0",14.008.000,N/A,N/A,N/A
11-Feb-2024,Potato,Karnataka,Bangalore,0,"312741,0",14.008.000,N/A,N/A,N/A
12-Feb-2024,Potato,Karnataka,Bangalore,0,"312741,0",14.008.000,N/A,N/A,N/A
13-Feb-2024,Potato,Karnataka,Bangalore,0,"312741,0",14.008.000,N/A,N/A,N/A
14-Feb-2024,Potato,Karnataka,Bangalore,0,"313797,0",14.008.000,1800,2200,2100
15-Feb-2024,Potato,Karnataka,Bangalore,0,"314725,0",14.008.000,1800,2200,2100
16-Feb-2024,Potato,Karnataka,Bangalore,0,"315657,0",14.008.000,1800,2200,2100
17-Feb-2024,Potato,Karnataka,Bangalore,0,"317108,0",14.008.000,1800,2200,2100
18-Feb-2024,Potato,Karnataka,Bangalore,0,"317108,0",14.008.000,N/A,N/A,N/A
19-Feb-2024,Potato,Karnataka,Bangalore,0,"318559,0",14.008.000,1800,2200,2100
20-Feb-2024,Potato,Karnataka,Bangalore,0,"319689,0",14.008.000,1800,2200,2100
21-Feb-2024,Potato,Karnataka,Bangalore,0,"320449,0",14.008.000,1800,2200,2100
22-Feb-2024,Potato,Karnataka,Bangalore,0,"320449,0",14.008.000,N/A,N/A,N/A
23-Feb-2024,Potato,Karnataka,Bangalore,0,"320449,0",14.008.000,N/A,N/A,N/A
24-Feb-2024,Potato,Karnataka,Bangalore,0,"320449,0",14.008.000,N/A,N/A,N/A
25-Feb-2024,Potato,Karnataka,Bangalore,0,"320449,0",14.008.000,N/A,N/A,N/A
26-Feb-2024,Potato,Karnataka,Bangalore,0,"320449,0",14.008.000,N/A,N/A,N/A
27-Feb-2024,Potato,Karnataka,Bangalore,0,"321290,0",14.008.000,1800,2200,2100
28-Feb-2024,Potato,Karnataka,Bangalore,0,"322383,0",14.008.000,1800,2200,2100
29-Feb-2024,Potato,Karnataka,Bangalore,0,"323677,0",14.008.000,1800,2200,2100
01-Mar-2024,Potato,Karnataka,Bangalore,0,"325181,0",14.008.000,1800,2000,1900
02-Mar-2024,Potato,Karnataka,Bangalore,0,"326851,0",14.008.000,1800,2000,1900
03-Mar-2024,Potato,Karnataka,Bangalore,0,"326851,0",14.008.000,N/A,N/A,N/A
04-Mar-2024,Potato,Karnataka,Bangalore,0,"327876,0",14.008.000,1800,2000,1900
05-Mar-2024,Potato,Karnataka,Bangalore,0,"328971,0",14.008.000,1800,2200,2000
06-Mar-2024,Potato,Karnataka,Bangalore,0,"329901,0",14.008.000,1800,2200,2000
07-Mar-2024,Potato,Karnataka,Bangalore,0,"330711,0",14.008.000,1800,2200,2000
08-Mar-2024,Potato,Karnataka,Bangalore,0,"330711,0",14.008.000,N/A,N/A,N/A
09-Mar-2024,Potato,Karnataka,Bangalore,0,"330711,0",14.008.000,N/A,N/A,N/A
10-Mar-2024,Potato,Karnataka,Bangalore,0,"330711,0",14.008.000,N/A,N/A,N/A
11-Mar-2024,Potato,Karnataka,Bangalore,0,"333554,0",14.008.000,1800,2200,2000
12-Mar-2024,Potato,Karnataka,Bangalore,0,"334650,0",14.008.000,1800,2200,2000
13-Mar-2024,Potato,Karnataka,Bangalore,0,"335694,0",14.008.000,1800,2200,2000
14-Mar-2024,Potato,Karnataka,Bangalore,0,"336823,0",14.008.000,1800,2200,2000
15-Mar-2024,Potato,Karnataka,Bangalore,0,"338339,0",14.008.000,1800,2200,2000
16-Mar-2024,Potato,Karnataka,Bangalore,0,"338339,0",14.008.000,N/A,N/A,N/A
17-Mar-2024,Potato,Karnataka,Bangalore,0,"338339,0",14.008.000,N/A,N/A,N/A
18-Mar-2024,Potato,Karnataka,Bangalore,0,"340037,0",14.008.000,1800,2200,2000
19-Mar-2024,Potato,Karnataka,Bangalore,0,"340037,0",14.008.000,N/A,N/A,N/A
20-Mar-2024,Potato,Karnataka,Bangalore,0,"340832,0",14.008.000,1800,2000,1900
21-Mar-2024,Potato,Karnataka,Bangalore,0,"341680,0",14.008.000,1800,2000,1900
22-Mar-2024,Potato,Karnataka,Bangalore,0,"342490,0",14.008.000,1800,2300,2000
23-Mar-2024,Potato,Karnataka,Bangalore,0,"342490,0",14.008.000,N/A,N/A,N/A
24-Mar-2024,Potato,Karnataka,Bangalore,0,"342490,0",14.008.000,N/A,N/A,N/A
25-Mar-2024,Potato,Karnataka,Bangalore,0,"344730,0",14.008.000,1800,2300,2000
26-Mar-2024,Potato,Karnataka,Bangalore,0,"345469,0",14.008.000,1800,2300,2000
27-Mar-2024,Potato,Karnataka,Bangalore,0,"346152,0",14.008.000,1800,2300,2000
28-Mar-2024,Potato,Karnataka,Bangalore,0,"346638,0",14.008.000,1800,2300,2000
29-Mar-2024,Potato,Karnataka,Bangalore,0,"346638,0",14.008.000,N/A,N/A,N/A
30-Mar-2024,Potato,Karnataka,Bangalore,0,"348286,0",14.008.000,1800,2300,2000
31-Mar-2024,Potato,Karnataka,Bangalore,0,"348286,0",14.008.000,N/A,N/A,N/A
01-Apr-2024,Potato,Karnataka,Bangalore,0,"348286,0",14.008.000,N/A,N/A,N/A
02-Apr-2024,Potato,Karnataka,Bangalore,0,"348286,0",14.008.000,N/A,N/A,N/A
03-Apr-2024,Potato,Karnataka,Bangalore,0,"348290,0",14.008.000,3200,3600,3400
04-Apr-2024,Potato,Karnataka,Bangalore,0,"348290,0",14.008.000,N/A,N/A,N/A
05-Apr-2024,Potato,Karnataka,Bangalore,0,"349425,0",14.008.000,2400,3200,2800
06-Apr-2024,Potato,Karnataka,Bangalore,0,"349430,0",14.008.000,3200,3800,3500
07-Apr-2024,Potato,Karnataka,Bangalore,0,"349430,0",14.008.000,N/A,N/A,N/A
08-Apr-2024,Potato,Karnataka,Bangalore,0,"349430,0",14.008.000,N/A,N/A,N/A
09-Apr-2024,Potato,Karnataka,Bangalore,0,"349430,0",14.008.000,N/A,N/A,N/A
10-Apr-2024,Potato,Karnataka,Bangalore,0,"349430,0",14.008.000,N/A,N/A,N/A
11-Apr-2024,Potato,Karnataka,Bangalore,0,"349430,0",14.008.000,N/A,N/A,N/A
12-Apr-2024,Potato,Karnataka,Bangalore,0,"349435,0",14.008.000,3200,4000,3600
13-Apr-2024,Potato,Karnataka,Bangalore,0,"349435,0",14.008.000,N/A,N/A,N/A
14-Apr-2024,Potato,Karnataka,Bangalore,0,"349435,0",14.008.000,N/A,N/A,N/A
15-Apr-2024,Potato,Karnataka,Bangalore,0,"351821,0",14.008.000,2800,3000,2900
16-Apr-2024,Potato,Karnataka,Bangalore,0,"352813,0",14.008.000,2800,3000,2900
17-Apr-2024,Potato,Karnataka,Bangalore,0,"354240,0",14.008.000,2800,3000,2900
18-Apr-2024,Potato,Karnataka,Bangalore,0,"355079,0",14.008.000,2800,3000,2900
19-Apr-2024,Potato,Karnataka,Bangalore,0,"356193,0",14.008.000,2600,2800,2700
20-Apr-2024,Potato,Karnataka,Bangalore,0,"356199,0",14.008.000,2800,3300,3000
21-Apr-2024,Potato,Karnataka,Bangalore,0,"356199,0",14.008.000,N/A,N/A,N/A
22-Apr-2024,Potato,Karnataka,Bangalore,0,"357764,0",14.008.000,2800,3200,3000
23-Apr-2024,Potato,Karnataka,Bangalore,0,"358496,0",14.008.000,2800,3200,3000
24-Apr-2024,Potato,Karnataka,Bangalore,0,"359178,0",14.008.000,2800,3200,3000
25-Apr-2024,Potato,Karnataka,Bangalore,0,"359944,0",14.008.000,2800,3200,3000
01-Jan-2023,Tomato,Karnataka,Bangalore,0,"10,0",13.606.753,800,1300,1000
02-Jan-2023,Tomato,Karnataka,Bangalore,0,"66,0",13.606.753,1500,1800,1700
03-Jan-2023,Tomato,Karnataka,Bangalore,0,"137,0",13.606.753,1500,2000,1800
04-Jan-2023,Tomato,Karnataka,Bangalore,0,"211,0",13.606.753,1400,1800,1600
